1979,OC(=O)c1ccc(Oc2ccccc2)c(O)c1,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000010111000100000001100111100010101001010011110
1980,Oc1ccccc1-c1nnc(S)o1,00000000000000000000000000000000000000000000000100001000010100101100000000000000110100001100101111000000001000100100010011001101000100000101001110000010100011010111110
1981,Clc1ccc(Cl)c(C(=O)Nc2nnc[nH]2)c1Cl,00000000000000000000000001000000000000000001000000001000000000000100000000000101100100010000101011000001001100100000010011001100000101110100001010000011001010100111110
1982,N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(O)=O,00000000000000000000000000010000000000000000000000000010000000000000000000000000000010010010000100000000100100010100000000010111000100100001100111100011101111110111110
1983,CN1C(=O)C(=O)c2ccccc12,00000000000000000000000000000000000000000000000000000000000000000000000010010000000101000000110111000100010000100000010001100001000000011100000110001010101010111111110
1984,CN1C(=O)C(=Nc2ccccc2)c2ccccc12,00000000000000000000000000000000000000000000000000000000000000000000000000010011100101000000110110000100010000100000010101100101000001010100001111001010001010101111110
1985,CN1C(=O)C(=Nc2ccc(C)cc2)c2ccccc12,00000000000000000000000000000000000000000000000000000000000000000000000000010011100101000000110110000100010000100000010101100101000001010100001111001110001010101111110
1986,COc1ccc(cc1)N=C1C(=O)Nc2ccccc12,00000000000000000000000000000000000000000000000000000000000000000000000000000011100100000000110110000100010000100100010101000111000001010100001111000011101011111111110
1987,COc1ccc(cc1)N=C1C(=O)N(C)c2ccccc12,00000000000000000000000000000000000000000000000000000000000000000000000000010011100101000000110110000100010000100100010101100111000001010100001111001110101011111111110
1988,O=C1Nc2ccccc2C1=Nc1ccc(cc1)N(=O)=O,00000000000000000000000010000000000000000000000001000000100000010000001100000011100100000000101110000110010000100000010101101101001001011100001111101011001010110111110
1989,CN1C(=O)C(=Nc2ccc(cc2)N(=O)=O)c2ccccc12,00000000000000000000000010000000000000000000000001000000100000010000001100010011100101000000111110000110010000100000010101101101001001011100001111101010001010111111110
1990,Oc1c(I)cc(I)cc1I,00000000000000000000000000010000000000000000000000000000000000000000000000000000000000010000000000000000000100000100000000000001000000100001000110000010100001000011110
1991,[O-]S(=O)(=O)c1cccc2cccc(Nc3ccccc3)c12,00000000000000000000000000000000000000011000000011010001001111001001000001000000010000001000000000000110011000001000000000001100001001011000000001101001000010110111110
1992,Nc1cccc2c(cccc12)S(O)(=O)=O,00000000000000000000000000000000000000011000000010010001001111001001010001000000010010001000000000000110011000001000000000001100001101011001000001101001000010110111110
1993,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000001100100000000000000010100000111110001000011000011001111110111110
1995,CC(C)C[C@H](NC(=O)[C@H](O)[C@H](N)Cc1ccccc1)C(O)=O,00000000000000000000000000000000000000000000000000000110000000000000000010100000100010000011100101000000100000110001010000010000000100001001101000100101101111111111110
1996,OC(=O)c1cc(ccc1O)N1[C@H](C(C(=O)c2ccccc2)=C(O)C1=O)c1ccc(cc1)N(=O)=O,00000000000000000000000010000000000000000000000001100100100000110000001110011000000101000100101111010010000000100100010101111101001101011101101111101010101011110111110
